Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Escherichia coli K-12		strain: ER3466	83333	ASM97457v1	GCA_000974575.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4660432	4660432	2015-04-21	4633	PRJNA271807	SAMN03277617
Escherichia coli K-12		strain: ER3446	83333	ASM97482v1	GCA_000974825.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4606859	4606859	2015-04-21	4571	PRJNA271807	SAMN03277615
Escherichia coli K-12		strain: ER3475	83333	ASM97486v1	GCA_000974865.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4609629	4609629	2015-04-21	4572	PRJNA271807	SAMN03277618
Escherichia coli K-12		strain: ER3435	83333	ASM97488v1	GCA_000974885.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4682086	4682086	2015-04-21	4647	PRJNA271807	SAMN03277612
Escherichia coli O157:H7		strain: 7.1_Anguil	83334	ASM97881v2	GCA_000978815.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5598953	5750490	2021-10-13	5774	PRJNA280853	SAMN03470769
Escherichia coli O157:H7		strain: Rafaela_II	83334	ASM97884v2	GCA_000978845.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5544602	5639358	2021-10-12	5604	PRJNA280853	SAMN03470766
Escherichia coli K-12		strain: K-12 substr. AG100	83333	EcoliK12AG100	GCA_000981485.1	GenBank	Annotation submitted by UNIVERSITY OF EXETER	Complete Genome	4638126	4638126	2015-04-03	4369	PRJEB7832	SAMEA3143339
Escherichia coli O104:H4 str. C227-11		strain: C227-11	1048254	ASM98676v1	GCA_000986765.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5292862	5446006	2015-04-30	5521	PRJNA281410	SAMN03856947
Escherichia coli	E. coli	strain: SEC470	562	ASM98787v1	GCA_000987875.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5153435	5153435	2015-05-04	5213	PRJNA244370	SAMN03576594
Escherichia coli	E. coli	strain: SQ37	562	ASM98835v1	GCA_000988355.1	GenBank	Annotation submitted by AstraZeneca	Complete Genome	4633461	4633461	2015-05-06	4485	PRJNA241498	SAMN03276545
Escherichia coli	E. coli	strain: SQ88	562	ASM98838v1	GCA_000988385.1	GenBank	Annotation submitted by AstraZeneca	Complete Genome	4610881	4610881	2015-05-06	4463	PRJNA241498	SAMN03276546
Escherichia coli	E. coli	strain: SQ110	562	ASM98842v1	GCA_000988425.1	GenBank	Annotation submitted by AstraZeneca	Complete Genome	4605135	4605135	2015-05-06	4457	PRJNA241498	SAMN03276543
Escherichia coli	E. coli	strain: SQ171	562	ASM98844v1	GCA_000988445.1	GenBank	Annotation submitted by AstraZeneca	Complete Genome	4599702	4599702	2015-05-06	4453	PRJNA241498	SAMN03276544
Escherichia coli	E. coli	strain: SQ2203	562	ASM98846v1	GCA_000988465.1	GenBank	Annotation submitted by AstraZeneca	Complete Genome	4605301	4605301	2015-05-06	4459	PRJNA241498	SAMN03276542
Escherichia coli	E. coli	strain: CFSAN029787	562	ASM100791v1	GCA_001007915.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4947515	5288947	2015-05-15	5416	PRJNA243331	SAMN03612246
Escherichia coli K-12		strain: K-12 substr. GM4792	83333	ASM102094v2	GCA_001020945.2	GenBank	Annotation submitted by College of Life Sciences, Beijing Normal University	Complete Genome	4622342	4622342	2015-10-20	4144	PRJNA224130	SAMN02404591
Escherichia coli K-12		strain: K-12 substr. GM4792	83333	ASM102100v2	GCA_001021005.2	GenBank	Annotation submitted by College of Life Sciences, Beijing Normal University	Complete Genome	4621656	4621656	2015-10-20	4117	PRJNA224131	SAMN02404590
Escherichia coli	E. coli	strain: NMEC O18	562	ASM102159v1	GCA_001021595.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5002781	5002781	2015-06-08	5013	PRJNA239361	SAMN02666437
Escherichia coli APEC O18		strain: APEC O18	1401688	APECO18	GCA_001021615.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5006568	5006568	2015-06-08	4832	PRJNA219414	SAMN03761813
Escherichia coli APEC O2-211		strain: APEC O2-211	1954351	ASM102163v2	GCA_001021635.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5114241	5318341	2018-07-25	5565	PRJNA219410	SAMN03761814
Escherichia coli PCN061		strain: PCN061	1358422	ASM102912v1	GCA_001029125.1	GenBank	Annotation submitted by Huazhong Agricultural University	Complete Genome	4603777	4901825	2015-06-17	5074	PRJNA211971	SAMN03765122
Escherichia coli	E. coli	strain: C43(DE3)	562	ASM103941v1	GCA_001039415.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4501450	4501450	2015-06-25	4473	PRJNA275043	SAMN03761398
Escherichia coli	E. coli	isolate: K-12, strain: NCM3722	562	ASM104321v1	GCA_001043215.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4678046	4745591	2015-06-30	4740	PRJNA284094	SAMN03659038
Escherichia coli ACN001		strain: ACN001	1311757	ASM105113v1	GCA_001051135.1	GenBank	Annotation submitted by Huazhong Agricultural University	Complete Genome	4936576	4936576	2015-07-09	4902	PRJNA194515	SAMN03852615
Escherichia coli	E. coli	strain: DH1Ec095	562	ASM118364v1	GCA_001183645.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4614223	4614223	2015-07-21	4558	PRJNA290012	SAMN03861948
Escherichia coli	E. coli	strain: DH1Ec104	562	ASM118366v1	GCA_001183665.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4612363	4612363	2015-07-21	4557	PRJNA290012	SAMN03863255
Escherichia coli	E. coli	strain: DH1Ec169	562	ASM118368v1	GCA_001183685.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4609522	4609522	2015-07-21	4558	PRJNA290012	SAMN03863378
Escherichia coli	E. coli	strain: RR1	562	ASM127658v2	GCA_001276585.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4587291	4587291	2016-11-29	4545	PRJNA272568	SAMN03384316
Escherichia coli	E. coli	strain: SF-088	562	ASM128032v1	GCA_001280325.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5048243	5206997	2015-09-09	5269	PRJNA294467	SAMN04026225
Escherichia coli	E. coli	strain: SF-468	562	ASM128034v1	GCA_001280345.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5142799	5358643	2015-09-09	5470	PRJNA294467	SAMN04026228
Escherichia coli	E. coli	strain: SF-166	562	ASM128038v1	GCA_001280385.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4910962	5025183	2015-09-09	4988	PRJNA294467	SAMN04026226
Escherichia coli	E. coli	strain: SF-173	562	ASM128040v1	GCA_001280405.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5059732	5152806	2015-09-09	5150	PRJNA294467	SAMN04026227
Escherichia coli O157:H7		strain: WS4202	83334	ASM130721v1	GCA_001307215.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5332063	5428108	2015-10-06	5531	PRJNA296759	SAMN04103124
Escherichia coli str. K-12 substr. MG1655		strain: K-12 substr. MG1655	511145	ASM130806v1	GCA_001308065.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4641665	4641665	2015-10-08	4580	PRJNA268139	SAMN03203487
Escherichia coli	E. coli	strain: K-12 substr. MG1655_TMP32XR1	562	ASM130812v1	GCA_001308125.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4641684	4641684	2015-10-08	4581	PRJNA268139	SAMN03203488
Escherichia coli	E. coli	strain: K-12 substr. MG1655_TMP32XR2	562	ASM130816v1	GCA_001308165.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4641689	4641689	2015-10-08	4581	PRJNA268139	SAMN03203489
Escherichia coli	E. coli	isolate: MC1061, strain: MC1061	562	ERS742059	GCA_001405275.1	GenBank	Annotation submitted by CGR	Chromosome	112234	5027063	2015-10-01	4609	PRJEB9491	SAMEA3432775
Escherichia coli	E. coli	strain: 2012C-4227	562	ASM142093v1	GCA_001420935.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5202850	5375210	2015-10-30	5592	PRJNA218110	SAMN03952643
Escherichia coli	E. coli	strain: 2009C-3133	562	ASM142095v1	GCA_001420955.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5155368	5514343	2015-10-30	5575	PRJNA218110	SAMN02991226
Escherichia coli	E. coli	strain: YD786	562	ASM144249v1	GCA_001442495.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4863501	4863501	2015-11-10	4816	PRJNA300553	SAMN04227566
Escherichia coli	E. coli	strain: CQSW20	562	ASM145538v1	GCA_001455385.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4579074	4579074	2015-12-02	4531	PRJNA303642	SAMN04288058
Escherichia coli	E. coli	strain: RS76	562	ASM145540v1	GCA_001455405.1	GenBank	Annotation submitted by Universidade Estadual de Campinas	Chromosome	2689686	4689408	2015-12-02	4604	PRJNA286320	SAMN03768475
Escherichia coli	E. coli	strain: uk_P46212	562	ASM146981v1	GCA_001469815.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5106662	5250410	2015-12-18	5267	PRJNA297860	SAMN04159541
Escherichia coli	E. coli	strain: ST648	562	ASM148545v1	GCA_001485455.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5056598	5195832	2016-01-05	4809	PRJNA248607	SAMN02800875
Escherichia coli	E. coli	strain: CD306	562	ASM151361v1	GCA_001513615.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5073822	5219043	2016-01-12	5248	PRJNA307507	SAMN04381845
Escherichia coli	E. coli	strain: JJ2434	562	ASM151363v1	GCA_001513635.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5128614	5317099	2016-01-12	5357	PRJNA307507	SAMN04381854
Escherichia coli	E. coli	strain: JJ1897	562	ASM151365v1	GCA_001513655.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5174541	5315043	2016-01-12	5336	PRJNA307507	SAMN04381850
Escherichia coli	E. coli	strain: ACN002	562	ASM151572v1	GCA_001515725.1	GenBank	Annotation submitted by Huazhong Agricultural University	Complete Genome	4879931	4879931	2016-01-15	4784	PRJNA239653	SAMN04385793
Escherichia coli	E. coli	strain: PPECC42	562	ASM154254v1	GCA_001542545.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	258308	5019692	2016-02-02	4963	PRJNA308786	SAMN04017854
Escherichia coli	E. coli	strain: MRE600	562	ASM154267v2	GCA_001542675.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4827745	4980796	2016-02-18	5148	PRJNA308372	SAMN04395032
Escherichia coli str. K-12 substr. MG1655		strain: K-12 substr. MG1655	511145	ASM154463v1	GCA_001544635.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4659625	4659625	2016-02-02	4617	PRJNA308372	SAMN04403366
Escherichia coli O157:H7		strain: JEONG-1266	83334	ASM155899v2	GCA_001558995.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5478683	5574593	2016-05-20	5725	PRJNA322195	SAMN04191546
Escherichia coli B		strain: C2566	37762	ASM155961v2	GCA_001559615.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4478958	4478958	2016-06-15	4428	PRJNA309539	SAMN04435507
Escherichia coli B		strain: C3029	37762	ASM155963v1	GCA_001559635.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4569185	4569185	2016-02-11	4553	PRJNA309540	SAMN04435508
Escherichia coli K-12		strain: DHB4	83333	ASM155965v1	GCA_001559655.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4546849	4779803	2016-02-11	4757	PRJNA309536	SAMN04435497
Escherichia coli K-12		strain: C3026	83333	ASM155967v1	GCA_001559675.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4745255	4959179	2016-02-11	4981	PRJNA309537	SAMN04435499
Escherichia coli	E. coli	strain: FDAARGOS_95	562	ASM156371v2	GCA_001563715.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	5364051	5655254	2018-01-31	6101	PRJNA231221	SAMN03996336
Escherichia coli str. K-12 substr. MG1655		strain: JW5437-1 substr. MG1655	511145	ASM156633v1	GCA_001566335.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4657541	4657541	2016-02-23	4623	PRJNA306781	SAMN04393382
Escherichia coli	E. coli	strain: SaT040	562	ASM156661v1	GCA_001566615.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5061821	5176044	2016-02-23	5201	PRJNA307507	SAMN04381849
Escherichia coli	E. coli	strain: G749	562	ASM156663v1	GCA_001566635.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4897758	5219972	2016-02-23	5224	PRJNA307507	SAMN04381851
Escherichia coli	E. coli	strain: MVAST0167	562	ASM156665v1	GCA_001566655.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4806946	5014243	2016-02-23	4982	PRJNA307507	SAMN04381852
Escherichia coli	E. coli	strain: ZH193	562	ASM156667v1	GCA_001566675.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5046610	5256378	2016-02-23	5295	PRJNA307507	SAMN04381846
Escherichia coli	E. coli	strain: ZH063	562	ASM157732v1	GCA_001577325.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5033359	5197049	2016-02-29	5221	PRJNA307507	SAMN04381853
Escherichia coli JJ1887		strain: JJ1887	1355101	ASM159356v1	GCA_001593565.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5081061	5331521	2016-03-17	5388	PRJNA311313	SAMN04481707
Escherichia coli str. Sanji		strain: Sanji	1441627	ASM161075v1	GCA_001610755.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4891769	5428586	2016-04-05	5456	PRJNA232611	SAMN02580208
Escherichia coli	E. coli	strain: 28RC1	562	ASM161247v1	GCA_001612475.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5561698	5643099	2016-04-06	5782	PRJNA299666	SAMN04202540
Escherichia coli	E. coli	strain: SRCC 1675	562	ASM161249v1	GCA_001612495.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5506801	5601971	2016-04-06	5754	PRJNA299765	SAMN04202539
Escherichia coli	E. coli	strain: Ecol_732	562	ASM161756v1	GCA_001617565.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5009900	5418293	2016-04-08	5476	PRJNA316786	SAMN04621897
Escherichia coli	E. coli	strain: Ecol_743	562	ASM161832v1	GCA_001618325.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4856574	5140092	2016-04-11	5106	PRJNA316786	SAMN04590096
Escherichia coli	E. coli	strain: Ecol_745	562	ASM161834v2	GCA_001618345.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4977366	5040910	2016-07-12	5021	PRJNA316786	SAMN04590095
Escherichia coli	E. coli	strain: Ecol_448	562	ASM161836v1	GCA_001618365.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5007393	5212298	2016-04-11	5218	PRJNA316786	SAMN04590097
Escherichia coli	E. coli	strain: 2011C-3911	562	ASM164472v1	GCA_001644725.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4863599	4989576	2016-05-16	4951	PRJNA218110	SAMN04851092
Escherichia coli	E. coli	strain: 2013C-4465	562	ASM164474v1	GCA_001644745.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5428937	5494966	2016-05-16	5514	PRJNA218110	SAMN04851091
Escherichia coli	E. coli	strain: 2011C-4315	562	ASM164523v2	GCA_001645235.2	GenBank		Complete Genome	5336099	5518650	2017-11-02		PRJNA218110	SAMN04851094
Escherichia coli O157		strain: 180-PT54	1045010	ASM165027v1	GCA_001650275.1	GenBank		Complete Genome	5509528	5750190	2016-05-24		PRJNA321984	SAMN05007044
Escherichia coli O157		strain: 644-PT8	1045010	ASM165029v1	GCA_001650295.1	GenBank		Complete Genome	5831209	5831209	2016-05-24		PRJNA321984	SAMN05007045
Escherichia coli O157:H7		strain: FRIK2069	83334	ASM165192v2	GCA_001651925.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5645226	5740825	2017-08-14	6198	PRJNA322195	SAMN04191551
Escherichia coli O157:H7		strain: FRIK2533	83334	ASM165194v2	GCA_001651945.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5645219	5679908	2017-08-11	6124	PRJNA322195	SAMN04191553
Escherichia coli O157:H7		strain: FRIK2455	83334	ASM165196v2	GCA_001651965.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5645233	5775520	2017-08-08	6242	PRJNA322195	SAMN04531998
Escherichia coli	E. coli	strain: S51	562	ASM166056v1	GCA_001660565.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4994918	5186163	2016-06-09	5219	PRJNA323827	SAMN05190012
Escherichia coli	E. coli	strain: NGF1	562	ASM166058v1	GCA_001660585.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5026105	5074819	2016-06-09	4956	PRJNA324008	SAMN05194365
Escherichia coli	E. coli	strain: ER1821R	562	ASM166307v1	GCA_001663075.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4595577	4595577	2016-06-15	4545	PRJNA324607	SAMN05210771
Escherichia coli	E. coli	strain: Eco889	562	ASM166347v1	GCA_001663475.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5012253	5312456	2016-06-16	5341	PRJNA279654	SAMN03455974
Escherichia coli	E. coli	isolate: Co6114	562	ASM167201v1	GCA_001672015.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	359970	5171571	2016-06-20	5155	PRJNA321990	SAMN04963292
Escherichia coli	E. coli	strain: ECONIH2	562	ASM167514v1	GCA_001675145.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5116831	5331884	2016-06-22	5271	PRJNA279612	SAMN03455931
Escherichia coli	E. coli	strain: 06-00048	562	ASM167747v2	GCA_001677475.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5498453	5848780	2021-04-07	5879	PRJNA241122	SAMN02808332
Escherichia coli	E. coli	strain: 09-00049	562	ASM167749v1	GCA_001677495.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5286558	5511850	2016-07-01	5637	PRJNA241122	SAMN02808333
Escherichia coli	E. coli	strain: 08-00022	562	ASM167751v1	GCA_001677515.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5213998	5456185	2016-07-01	5567	PRJNA241122	SAMN02688213
Escherichia coli	E. coli	strain: H1827/12	562	ASM167892v1	GCA_001678925.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4731493	4731493	2016-07-05	4700	PRJNA286318	SAMN03768474
Escherichia coli	E. coli	strain: GB089	562	ASM167896v1	GCA_001678965.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5233459	5457411	2016-07-05	5572	PRJNA241122	SAMN02688215
Escherichia coli	E. coli	strain: 210205630	562	ASM167998v1	GCA_001679985.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5005730	5424193	2016-07-06	5435	PRJNA323357	SAMN05177221
Escherichia coli	E. coli	strain: EC590	562	ASM168230v2	GCA_001682305.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4617703	4617703	2017-03-24	4570	PRJNA325730	SAMN05252777
Escherichia coli	E. coli	strain: K-15KW01	562	ASM168343v1	GCA_001683435.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5154641	5154641	2016-07-11	5061	PRJNA326753	SAMN05291917
Escherichia coli	E. coli	strain: UPEC 26-1	562	ASM169331v1	GCA_001693315.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5178720	5329753	2016-07-25	5286	PRJNA329167	SAMN05392487
